,0,adin_predicted,blue_lakes_predicted,cedar_pass_predicted,css_lab_predicted,dismal_swamp_predicted,ebbetts_pass_predicted,echo_peak_predicted,fallen_leaf_predicted,hagans_meadow_predicted,heavenly_valley_predicted,independence_camp_predicted,independence_creek_predicted,independence_lake_predicted,leavitt_lake_predicted,leavitt_meadows_predicted,lobdell_lake_predicted,monitor_pass_predicted,poison_flat_predicted,rubicon_2_predicted,sonora_pass_predicted,spratt_creek_predicted,palisades_tahoe_predicted,tahoe_city_cross_predicted,truckee_2_predicted,virginia_lakes_ridge_predicted,ward_creek_3_predicted,adin,blue_lakes,burnside_lake,carson_pass,cedar_pass,css_lab,dismal_swamp,ebbetts_pass,echo_peak,fallen_leaf,hagans_meadow,heavenly_valley,independence_camp,independence_creek,independence_lake,leavitt_lake,leavitt_meadows,lobdell_lake,monitor_pass,poison_flat,rubicon_2,sonora_pass,spratt_creek,palisades_tahoe,tahoe_city_cross,truckee_2,virginia_lakes_ridge,ward_creek_3
1998-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,339.6,471.6,259.6,329.09999999999997,630.9,433.09999999999997,429.59999999999997,526.7,266.9,246.5,258.8,257.3,277.8,449.8,472.5,211.0,146.7,151.7,219.7,370.0,271.40000000000003,218.2,564.0,270.5,325.1,136.3,617.9
1999-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.4,464.8,1115.5,341.3,399.6,847.1999999999999,572.4,615.9,727.3,392.0,346.3,353.4,363.5,372.5,597.6,812.3,300.6,213.0,297.4,326.1,500.6,378.40000000000003,322.4,791.8,387.0,445.8,211.8,845.2
1999-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.8,765.4,1596.5,358.7,538.3,1325.8,814.9,959.1,1187.5,728.8,561.7,654.4,582.8000000000001,604.2,979.7,795.9,532.4,382.7,330.3,564.0,810.5,619.6,578.2,1318.8999999999999,657.6,701.9,402.1,1340.5
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,1042.3,2117.7999999999997,663.7,744.0,1896.2,1167.6,1285.8,1660.0,1022.1,787.4,953.7,809.9,862.0,1393.2,999.5,721.2,527.0,472.90000000000003,753.3,1100.3,844.6,801.8,1800.8,919.7,989.4,547.8,1883.0
1999-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9,1157.6,2271.4,888.5,822.5,2046.8,1293.3,1430.2,1781.3,1100.6,894.7,1073.1,884.7,952.5,1492.9,1208.3,776.4,597.6,480.3,863.5,1205.2,930.8000000000001,882.8,1897.2,960.3,1086.3,615.8,2011.2
1999-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.6999999999999,1281.3,2474.8,959.5,926.8,2235.0,1460.0,1614.7,1918.5,1176.7,987.7,1181.9,971.7,1023.4,1619.7,1470.7,833.6999999999999,694.0,524.3,1005.4,1305.9,1022.1,978.3,2071.1,1027.5,1178.3,686.1,2207.2
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9,1271.8,2406.0,947.9000000000001,921.8000000000001,2233.8999999999996,1470.0,1608.6,1899.3999999999999,1159.7,983.4,1183.3,976.2,1011.6999999999999,1610.1,1449.0,824.6,682.9,521.9,1007.8000000000001,1303.4,999.1999999999999,967.5999999999999,2056.6,1009.9000000000001,1171.6000000000001,681.6,2181.9
1999-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.1999999999999,1326.8,2486.2000000000003,982.3000000000001,954.8000000000001,2317.2999999999997,1522.1000000000001,1680.2,1975.6,1199.7,1019.9,1230.7,1015.7,1047.8,1667.8,1512.6,861.3,715.6,539.4,1047.8,1348.5,1041.6000000000001,1001.3,2129.7000000000003,1046.4,1212.1000000000001,711.9,2256.7999999999997
1999-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.2,1347.3,2536.8,990.6,976.3000000000001,2351.9,1543.9,1689.5,2012.2,1208.7,1042.5,1241.9,1052.3999999999999,1070.0,1693.8,1562.5,881.8000000000001,735.6,540.5,1060.6,1377.4,1071.6,1006.4,2165.9,1059.3,1229.1,721.8,2283.0
1999-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.0,1337.4,2499.0,960.0,968.9999999999999,2297.1,1516.9,1663.2,1976.1,1185.2,1027.3999999999999,1219.5,1051.3999999999999,1057.6,1660.2,1541.1,876.9,747.9,536.0,1047.9,1352.3,1075.0,997.3,2120.0,1032.0,1209.8,721.2,2226.2
1999-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,7.199999999999999,90.89999999999999,20.0,10.1,17.1,26.7,8.4,8.7,5.5,6.2,5.1000000000000005,8.8,9.2,10.700000000000001,0.1,5.699999999999999,0.8999999999999999,47.699999999999996,2.7,8.2,7.1,7.3,22.4,7.800000000000001,8.2,3.1,19.1
1999-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,88.6,118.8,47.1,55.6,169.6,108.2,117.3,141.5,78.4,59.1,54.0,76.2,78.9,109.2,118.7,76.89999999999999,25.9,141.3,55.9,85.1,76.2,80.3,196.5,74.6,80.5,37.4,182.2
1999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8,161.70000000000002,289.5,233.6,144.9,344.3,209.6,199.8,270.4,137.1,104.1,103.8,123.7,142.79999999999998,224.79999999999998,428.59999999999997,126.19999999999999,52.6,219.6,101.8,163.1,130.79999999999998,134.3,368.5,148.0,150.7,70.0,360.3
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.3,322.9,374.4,441.9,246.2,580.1,447.6,370.3,462.8,250.5,197.4,210.8,232.1,249.8,405.9,819.8,238.2,110.8,439.5,175.2,299.4,236.2,232.6,592.1,270.9,271.2,141.3,587.3
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.1,722.3,417.59999999999997,791.5,371.3,1148.8,686.5,805.2,886.5,533.8,415.2,465.7,460.2,506.9,776.3,941.0,501.0,258.1,503.4,375.4,626.8,505.3,456.5,1074.6,567.1,560.9,323.7,1126.1
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.3,1091.9,755.3,1234.7,514.7,1680.5,993.6,1200.2,1257.0,755.0,618.1999999999999,697.6999999999999,656.2,737.8,1143.8999999999999,1254.0,728.9,431.6,642.9,577.9,903.8,792.6999999999999,652.8,1535.6,781.9,816.1,534.1,1601.3999999999999
2000-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.1,1117.8,994.0,1334.0,560.1,1714.1,1045.2,1232.1,1261.3,750.6,620.1,703.1,682.6999999999999,748.4,1168.8,1251.4,744.5,452.7,723.0,592.4,919.1999999999999,823.7,652.6,1559.3999999999999,789.4,822.3,555.1,1620.6
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.1,1257.5,1085.7,1434.8,674.6,1914.4,1163.9,1388.7,1460.5,828.2,711.5,796.0,780.7,831.0,1290.9,1314.7,842.0,510.0,816.2,700.6,1042.8,933.9,730.2,1763.8999999999999,887.4,909.0,614.5,1859.1
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.1999999999999,1256.6,1071.0,1494.4,684.4,1913.6,1147.3,1385.5,1498.0,826.9,721.1,812.2,794.1,849.2,1284.0,1309.1000000000001,838.9,516.4,841.6999999999999,723.8000000000001,1051.1,934.2,727.9,1761.1999999999998,896.2,916.6999999999999,618.4,1878.8999999999999
2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.6999999999999,1302.0,1110.1000000000001,1550.3999999999999,725.9,1986.8,1200.6,1453.5,1556.2,864.3,747.1,840.1,821.5,889.6999999999999,1326.8,1368.6,908.3000000000001,564.1999999999999,877.3000000000001,807.0,1088.1000000000001,988.9,768.8000000000001,1822.8,930.0,954.8000000000001,703.6999999999999,1946.8
2000-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.1999999999999,1312.8,1122.5,1562.8999999999999,728.5,1996.5,1205.7,1454.6,1564.8,881.4,774.2,857.1999999999999,821.5,889.6999999999999,1326.8,1374.3999999999999,922.7,600.2,878.3,837.0,1088.1000000000001,1005.4,802.3,1822.8,930.0,954.8000000000001,724.0,1946.8
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.6,1327.0,1089.1999999999998,1475.2,736.0,1993.0000000000002,1250.1,1456.2,1602.1,884.4,777.9,856.7,820.8,875.0,1307.8,1339.1,933.1999999999999,625.6,859.6,839.9,1094.8,1008.3000000000001,809.8,1822.2,915.0,938.2,719.8,1948.1000000000001
2000-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,25.0,5.9,5.2,64.10000000000001,58.1,49.5,31.5,33.6,15.1,6.0,7.6,18.599999999999998,14.6,25.4,126.4,23.1,18.2,2.8000000000000003,15.0,17.9,24.5,21.0,43.9,16.2,11.9,15.9,38.7
2000-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8,133.9,39.9,18.5,149.70000000000002,199.6,164.1,149.1,155.79999999999998,80.1,53.2,63.4,68.8,70.2,117.8,426.4,78.10000000000001,52.7,14.7,70.7,110.2,90.60000000000001,97.8,209.1,92.7,86.9,55.1,208.8
2000-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.8,201.4,254.2,353.8,219.7,319.4,296.3,216.7,269.7,127.3,108.3,121.3,111.6,119.6,191.5,591.6999999999999,109.9,82.3,154.9,104.8,184.8,134.8,132.8,342.3,155.5,143.8,81.89999999999999,356.0
2001-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3,308.4,484.29999999999995,444.7,273.3,442.0,392.8,316.9,379.3,170.3,163.5,173.6,160.9,165.0,272.4,1122.9,160.8,130.9,426.2,166.7,248.79999999999998,203.0,181.7,454.0,206.6,193.6,137.1,472.6
2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.3,455.0,891.4,430.2,307.6,611.9,458.40000000000003,480.7,505.7,226.5,228.5,242.4,223.5,229.0,385.8,1206.4,260.3,206.6,431.7,284.9,339.5,333.2,254.7,566.5,274.9,261.9,243.3,615.9
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.3,728.7,1355.1,594.1,413.5,959.4,652.3,770.6,770.5,341.7,363.6,379.6,374.3,375.2,646.1,1603.5,448.6,347.5,632.2,479.7,537.2,565.1,386.0,841.3,433.2,417.7,435.7,926.6
2001-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.8,812.2,1422.7,787.0,537.7,1067.4,831.3,883.2,881.3000000000001,388.5,430.70000000000005,452.90000000000003,432.7,427.3,731.6,1842.5,513.0,409.9,744.1,567.2,610.8,651.5,432.7,943.3000000000001,480.7,467.8,500.9,1029.6
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.6,929.7,1517.2,883.8,626.1999999999999,1201.4,969.9,1031.7,1008.0,434.3,501.0,588.5,492.90000000000003,477.40000000000003,834.0,2086.8,577.0,461.90000000000003,824.6999999999999,672.3,696.0,732.4000000000001,502.70000000000005,1088.4,543.6,532.1,562.7,1174.7
2001-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.6,906.0,1556.3999999999999,906.5,610.9,1181.2,965.3000000000001,1013.9999999999999,990.5,424.79999999999995,489.0,588.0,477.0,462.0,810.3,2122.5,561.0,447.0,807.0,660.0,675.8,714.0,489.0,1068.5,528.0,519.0,548.7,1152.0
2001-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.4,936.1999999999999,1612.8999999999999,945.8,651.2,1243.1,1008.4,1047.8,1029.2,440.2,507.79999999999995,618.5,492.90000000000003,477.40000000000003,840.1,2214.8,621.4,484.1,836.6,691.4,703.6999999999999,785.4,515.8,1109.8,546.4,540.1,586.8000000000001,1190.3999999999999
2001-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.9,938.5,1630.6000000000001,951.6999999999999,654.1,1254.8,1020.1999999999999,1047.8,1029.2,440.2,508.4,620.0,492.90000000000003,477.40000000000003,840.1,2223.7999999999997,635.5,494.0,845.1999999999999,700.2,709.9,809.1,523.9,1109.8,548.6999999999999,542.5,592.1,1190.3999999999999
2001-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.49999999999994,913.0,1588.8,922.2,640.9,1231.8,1004.6,1019.1999999999999,999.4000000000001,428.0,494.09999999999997,601.5,491.2,468.6,819.8000000000001,2155.0,627.0,488.6,826.8,684.7,690.6,790.9,512.4,1077.1999999999998,532.6,527.0,575.0,1156.4
2001-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.5,5.9,0.4,4.4,8.7,19.1,1.5999999999999999,6.6000000000000005,3.2,0.7,0.4,3.1,0.8,0.7,10.9,6.6000000000000005,2.8,25.0,1.1,1.2,1.6,3.3,1.7,0.7,2.7,0.5,2.3
2001-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,101.6,18.7,57.7,67.9,153.7,107.7,99.1,164.8,83.0,61.9,46.2,80.5,68.9,74.0,105.1,110.7,40.0,52.1,69.2,89.9,87.5,86.7,161.1,74.7,72.2,41.0,181.1
2001-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.7,511.3,358.4,149.70000000000002,285.8,738.9,511.4,557.8,743.1,408.2,389.7,331.0,342.2,340.40000000000003,501.9,514.7,405.1,244.8,82.6,362.1,451.3,422.2,361.4,773.2,379.9,378.6,291.1,802.7
2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6,679.0,469.7,263.0,403.4,1096.3,739.8,790.0,1006.5,556.7,516.4,448.4,491.9,458.4,726.3,1128.9,514.8000000000001,326.4,151.2,487.3,645.5,546.8,475.7,1099.2,545.0,520.6,398.7,1130.9
2002-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.2,683.5,465.5,457.3,438.4,1151.8,784.1,810.6,1031.6,562.7,515.5,457.1,511.6,474.7,777.9,1163.1,509.7,317.8,176.5,500.0,683.3,545.8,469.4,1148.9,560.5,549.8,410.8,1181.5
2002-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.8000000000001,907.4,633.5,586.3,639.4,1556.1,1080.5,1068.8,1354.7,715.0,670.9,617.9,689.4,618.8,1058.0,1637.2,641.6,424.1,289.7,652.0,901.9,708.8,617.3,1526.6000000000001,739.8,730.4,529.3,1573.0
2002-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0,977.2,813.1,631.9,701.0,1681.2,1173.1,1167.6,1435.2,735.6,711.0,671.5,735.6999999999999,655.6,1119.1,1958.5,671.1,467.40000000000003,318.3,711.1,958.9,770.4,665.6,1648.8999999999999,786.2,781.0,558.0,1682.7
2002-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.8,1090.8,897.1,691.1,830.0,1856.4,1330.5,1298.0,1577.1,805.0,791.1999999999999,764.0,803.9,718.2,1218.4,2143.7999999999997,734.0,530.5,355.5,792.6,1068.3999999999999,858.6,726.2,1824.7,864.8,864.6,601.4,1836.0
2002-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,1074.0,902.6,690.0,810.0,1818.0,1311.0,1293.3,1549.1000000000001,783.0,774.0,756.0,795.0,705.0,1197.0,2118.0,721.5,519.0,347.5,791.6,1044.0,856.9,711.0,1800.0,849.0,849.0,582.0,1806.0
2002-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.3000000000001,1113.8999999999999,942.0,731.8000000000001,837.0,1879.9,1407.4,1339.2,1619.8,818.4,804.6,788.5,821.5,728.5,1236.8999999999999,2210.1,755.0,543.7,359.59999999999997,821.5,1092.6,889.6999999999999,738.0999999999999,1860.0,877.3000000000001,877.3000000000001,611.7,1868.6000000000001
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.3000000000001,1119.1000000000001,957.8000000000001,750.1999999999999,837.0,1889.8,1413.6000000000001,1339.2,1633.7,832.8,812.1999999999999,796.6999999999999,821.5,728.5,1238.1,2258.1000000000004,770.7,571.9,366.0,825.8,1108.8999999999999,889.6999999999999,740.9,1860.0,877.3000000000001,882.0,638.5,1873.3
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,1090.3,935.3000000000001,730.0999999999999,810.1,1832.4,1377.5,1310.3,1581.0,812.8000000000001,786.0,772.7,805.4,707.4000000000001,1200.0,2188.6,767.0,565.9,377.9,801.0,1077.0,878.8,726.8,1800.0,855.8000000000001,861.8,626.1999999999999,1818.0
2002-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7,31.3,80.89999999999999,4.8,0.0,6.9,5.7,0.0,0.4,0.0,8.5,0.0,0.30000000000000004,0.0,35.6,7.1000000000000005,10.8,17.8,8.6,5.5,6.6000000000000005,5.4,8.7,0.0,0.30000000000000004,7.0,2.8000000000000003
2002-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,111.69999999999999,58.8,332.5,75.0,214.79999999999998,91.7,161.70000000000002,287.4,142.1,116.80000000000001,100.8,126.1,119.30000000000001,148.0,109.6,177.0,104.4,34.1,127.60000000000001,126.6,130.2,145.5,272.7,135.6,125.7,104.0,289.8
2002-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8,305.1,169.4,525.4,142.4,571.7,207.3,414.2,621.8,338.59999999999997,294.4,267.2,284.3,285.0,386.6,253.4,358.90000000000003,253.2,69.4,295.3,320.3,311.5,317.0,611.2,309.9,313.2,227.5,678.5
2003-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1,567.5,283.8,765.6999999999999,243.7,1106.3,433.1,754.6999999999999,1025.5,549.6,516.4,497.0,471.2,487.8,718.8,428.0,551.6,445.1,245.20000000000002,510.8,599.3,550.4,508.40000000000003,1130.7,530.2,557.4,396.6,1158.0
2003-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7,578.0,472.90000000000003,695.1,288.1,1145.2,527.6999999999999,749.7,1007.2,545.3,516.9,486.5,486.2,492.6,726.1,516.9,529.7,425.1,357.2,496.4,615.1,537.7,496.5,1150.7,542.4,554.2,390.1,1160.6
2003-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.1,732.7,620.7,796.7,411.5,1415.7,738.5,948.2,1210.3,653.1,640.4,594.8,598.9,606.6,912.4,845.5,658.7,548.7,495.6,610.9,758.3,683.6,621.9,1401.7,664.3,682.8,504.5,1420.2
2003-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,907.4,669.8,840.1,605.2,1716.0,1017.5,1160.3,1433.7,750.4,763.8,725.7,717.2,712.9,1107.5,887.3,761.4,618.6,486.59999999999997,710.0,911.6,815.9,758.0,1654.7,779.7,812.8,583.4,1720.6
2003-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.5,1130.9,729.1,946.3,899.6,2125.9,1303.5,1439.9,1722.2,849.3,913.4,892.2,834.7,820.3,1339.6,1006.8000000000001,863.9,704.8,525.4,858.7,1130.0,968.1,866.4,2001.4,918.2,941.6999999999999,681.5,2076.2000000000003
2003-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,1110.0,730.7,938.0,911.3,2079.0,1287.7,1413.0,1683.7,826.8,897.0,877.1999999999999,811.8,796.8,1305.0,978.0,840.0,687.6,552.0,879.0,1105.1999999999998,957.5,846.8000000000001,1960.8,895.8000000000001,917.1,666.0,2024.8000000000002
2003-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.1999999999999,1148.0,780.5,976.5,946.3,2153.3,1343.6,1467.6000000000001,1751.2,861.0,933.5,913.1,847.7,840.8000000000001,1356.5,1012.0,882.6,728.6999999999999,570.4,913.1,1147.0,998.9,895.8,2037.3999999999999,933.1,951.1,689.3,2105.0
2003-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.9,1196.4,813.9,987.9,977.1,2203.4,1379.5,1512.4,1831.7,904.2,998.0,934.7,912.6999999999999,897.4,1425.6,1018.3,944.9,777.8000000000001,570.4,948.5,1186.2,1040.4,939.3,2071.6,953.3,1002.9,707.0,2130.4
2003-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.4,1174.5,791.0,1010.5,964.8,2176.2999999999997,1362.8,1481.1,1807.3,900.9,995.9000000000001,938.0,903.0,890.0,1429.6000000000001,1008.5,948.9,778.5,558.0,947.4000000000001,1216.8,1028.1999999999998,943.9,2034.9,945.2,1006.0,717.7,2064.0
2003-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,91.1,2.8,4.6000000000000005,2.1,1.5,0.0,0.0,7.6,0.0,0.0,17.4,2.9000000000000004,14.5,26.900000000000002,4.4,0.0,29.8,0.0,2.2,0.2,0.0,0.0,2.9000000000000004,9.2,0.0,0.0
2003-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,73.5,317.0,64.2,70.2,110.1,77.5,99.0,116.3,57.900000000000006,54.7,63.9,70.6,39.9,104.6,63.3,76.10000000000001,60.2,60.7,61.9,69.1,67.7,69.5,121.9,84.8,74.2,36.5,143.4
2003-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9,284.5,531.5,,274.09999999999997,456.6,335.2,372.9,407.0,222.3,178.6,213.2,203.2,182.4,321.2,194.7,240.0,166.5,124.5,200.0,256.4,246.6,218.1,486.0,260.3,195.4,151.7,516.1
2004-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.6,622.1,876.5,,470.7,986.0,650.0,783.7,815.3,483.2,391.0,449.7,383.0,402.90000000000003,730.9,606.6,451.0,309.6,236.8,404.8,549.8000000000001,497.1,409.7,960.9,536.2,419.7,341.0,1027.0
2004-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.7,700.0,825.4,,553.4,1150.6,807.4,882.4,926.9,549.3,444.1,522.4,443.3,475.4,828.8,883.6,518.5,361.6,312.4,478.5,625.0,574.5,468.5,1076.7,607.7,489.8,405.9,1151.3
2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.6,957.3,919.3,,712.9,1530.2,1071.1000000000001,1179.1,1240.2,752.9,617.1,725.6,616.5,673.0,1141.5,1099.0,704.9,492.8,469.1,660.5,868.3,778.0,647.5,1412.5,844.8000000000001,701.7,579.9,1510.8
2004-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.9,971.1,972.9,,737.9,1547.1000000000001,1123.0,1176.1,1248.8999999999999,750.9,620.3,730.0,612.3,667.2,1159.5,1130.6000000000001,706.6,490.5,496.8,657.5,866.8000000000001,778.4,633.9,1426.4,851.3,710.1,583.3,1522.1
2004-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.2,1026.3,1101.7,,854.3,1685.5,1303.7,1247.8,1342.3,787.0,665.8000000000001,781.8,654.4,714.4,1245.0,1206.1,737.6999999999999,523.6,545.0,694.1,923.8,823.5,662.9,1561.2,916.2,761.5,605.4,1640.4
2004-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.2,1023.0,1083.5,,907.2,1669.0,1355.1,1232.0,1339.2,778.3,666.9,780.0,657.0,708.2,1224.0,1209.0,744.6,522.0999999999999,580.6,703.9,915.4,825.7,675.1,1555.1,908.1,758.2,594.7,1629.0
2004-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.5,1057.1000000000001,1125.3,,941.1,1738.3,1407.3999999999999,1274.1000000000001,1395.0,812.4,692.6,806.0,678.9,740.6999999999999,1270.7,1261.2,801.8,543.0,615.0,731.3000000000001,957.9,866.8,703.6999999999999,1616.0,939.8,784.3000000000001,622.1,1689.3
2004-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.8,1057.1000000000001,1144.4,,959.4000000000001,1748.3,1415.3,1274.6000000000001,1395.0,815.3000000000001,694.4,808.6,682.1,744.9,1277.3,1273.8,825.6,550.2,644.6999999999999,736.2,958.5,874.0,726.4,1620.6,943.4,784.3000000000001,646.5,1689.5
2004-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.8,1023.9000000000001,1136.0,,976.2,1705.4,1393.0,1240.8,1352.8,791.9,673.1,786.0,665.5,728.3,1244.0,1242.0,817.8000000000001,537.1999999999999,643.1,726.0,931.4,863.4,731.5,1574.8,916.4,763.5,648.2,1640.9
2004-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,57.6,0.0,,38.8,90.0,65.3,91.2,106.0,52.2,37.4,43.7,48.5,46.800000000000004,66.3,46.2,71.1,40.7,46.1,51.400000000000006,58.2,64.3,46.9,93.4,52.8,53.8,39.5,102.7
2004-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.4,240.0,76.4,,178.0,305.4,253.2,333.4,353.5,174.9,134.9,188.70000000000002,172.5,157.2,232.7,286.8,246.8,163.6,96.7,209.3,190.7,247.9,174.0,307.9,174.2,183.29999999999998,186.5,319.7
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.7,391.8,,,281.8,539.0,476.70000000000005,512.3,586.3,284.09999999999997,233.4,319.2,259.5,261.3,388.8,411.9,342.2,251.4,205.6,317.4,319.1,372.2,267.3,560.4,310.5,303.2,301.6,537.7
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,734.8,,,362.6,1069.9,663.7,977.3000000000001,1043.0,521.4,482.4,609.4,505.7,503.8,803.4,638.1,654.8,515.3,321.1,597.3000000000001,683.9,767.5,508.40000000000003,1047.4,641.6999999999999,626.3,651.8,1104.4
2005-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.9,825.1,,,377.90000000000003,1145.3,682.2,1063.4,1113.4,563.7,526.3,655.9,525.8,519.2,856.1,820.5,694.9,549.5,404.70000000000005,641.8,749.6,829.1,556.8,1109.8,687.0,659.5,696.7,1188.8
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.5,1109.7,,,505.90000000000003,1487.0,860.7,1367.2,1443.1,739.0,693.9,874.0,681.7,670.2,1116.3,1349.4,884.4,693.1999999999999,542.9,840.3,983.9000000000001,1075.2,766.9,1450.9,898.5,842.1,910.4,1528.2
2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.8,1289.7,,,659.4,1796.0,1073.9,1574.0,1691.9,852.2,829.8,1043.4,803.0,785.1,1355.9,1394.3,1009.4,806.0,604.7,980.8000000000001,1173.5,1248.0,870.2,1712.7,1069.2,984.1,1021.6,1825.6
2005-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0,1484.0,,,991.6,2095.2,1427.5,1824.7,1952.6,975.2,951.9,1190.4,942.4,896.8,1561.2,1566.5,1143.9,934.2,690.1,1111.5,1342.0,1411.5,982.8000000000001,2008.7,1220.0,1107.4,1118.7,2113.7000000000003
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.2,1512.4,,,1071.7,2222.5,1504.4,1866.1,2056.1,1017.0,990.6,1211.4,1006.0,928.9,1622.7,1582.5,1159.2,933.9,678.0,1134.4,1396.0,1436.0,1001.4,2162.8,1282.9,1141.4,1111.4,2266.1
2005-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.7,1588.6,,,1112.8999999999999,2328.1,1578.2,1957.2,2160.7000000000003,1063.3,1032.3,1261.7,1060.2,973.4,1692.6000000000001,1645.4,1209.8999999999999,968.4,701.2,1193.8,1466.3,1496.5,1049.7,2277.2000000000003,1348.5,1196.6000000000001,1151.2,2396.2999999999997
